All Players 2011 MLB Standard Stats																
Player	Action	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Valdez, Jose RP HOU	-	Free Agent	14.0	0	0	0	0	0	0	0	15	7	17	9.000	1.7143	1342
Thompson, Aaron RP MIN	-	Free Agent	7.7	1	0	0	0	0	0	0	1	6	13	7.043	2.4783	1343
Berken, Jason RP BAL	-	Free Agent	47.0	0	0	0	1	2	0	3	41	21	63	5.362	1.7872	1344
Stewart, Zach SP CHW	-	Free Agent	67.3	11	5	1	2	6	0	0	45	18	90	5.881	1.6040	1345
Slowey, Kevin SP COL 	-	Free Agent	59.3	8	2	0	0	8	0	0	34	5	78	6.674	1.3989	1346
Locke, Jeff SP PIT	-	Free Agent	16.7	4	0	0	0	3	0	0	5	10	21	6.480	1.8600	1347
Bruney, Brian RP CHW	-	Free Agent	19.7	0	0	0	1	0	0	0	16	12	26	6.864	1.9322	1348
Maine, Scott RP CHC	-	Free Agent	7.0	0	0	0	0	0	0	0	5	5	11	10.286	2.2857	1349
Chavez, Jesse RP KC 	-	Free Agent	7.7	0	0	0	0	0	0	0	8	5	12	10.565	2.2174	1350
Thompson, Daryl RP MIN	-	Free Agent	3.0	0	0	0	0	1	0	0	0	5	6	15.000	3.6667	1352
Abad, Fernando RP HOU	-	Free Agent	19.7	0	0	0	1	4	0	2	15	9	28	7.322	1.8814	1353
Lindsay, Shane RP CHW 	-	Free Agent	6.0	0	0	0	0	0	0	0	6	5	11	12.000	2.6667	1356
Gonzalez, Enrique RP DET	-	Free Agent	9.0	0	0	0	0	0	0	1	3	7	12	10.000	2.1111	1357
Sanit, Amauri RP NYY	-	Free Agent	7.0	0	0	0	0	0	0	0	4	3	12	12.857	2.1429	1358
Thomas, Brad RP DET	-	Free Agent	11.0	0	0	0	0	1	0	0	7	6	17	9.000	2.0909	1359
Atkins, Mitch RP BAL	-	Free Agent	10.7	3	1	0	0	0	0	0	7	3	21	8.438	2.2500	1361
Billings, Bruce RP OAK	-	Free Agent	7.0	0	0	0	0	0	0	0	7	6	13	10.286	2.7143	1362
Jepsen, Kevin RP LAA	-	Free Agent	13.0	0	0	0	1	2	0	1	6	9	21	7.615	2.3077	1364
Troncoso, Ramon RP LAD	-	Free Agent	22.7	0	0	0	0	0	0	0	14	4	38	6.750	1.8529	1365
Worrell, Mark RP BAL	-	Free Agent	2.0	0	0	0	0	0	0	0	3	2	6	36.000	4.0000	1366
Villanueva, Elih SP MIA 	-	Free Agent	3.0	1	0	0	0	1	0	0	2	5	5	24.000	3.3333	1367
Jakubauskas, Chris SP BAL	-	Free Agent	72.3	6	0	0	2	2	0	0	52	29	93	5.723	1.6866	1368
Hughes, Dusty RP ATL	-	Free Agent	12.7	0	0	0	1	0	0	0	11	8	19	9.947	2.1316	1370
Weiland, Kyle SP HOU 	-	Free Agent	24.7	5	1	0	0	3	0	0	13	12	29	7.662	1.6622	1371
Carrasco, D.J. RP NYM	-	Free Agent	49.3	1	0	0	1	3	0	1	27	16	67	6.020	1.6824	1373
Crotta, Mike RP PIT	-	Free Agent	10.7	0	0	0	0	1	0	1	7	5	20	9.281	2.3438	1374
Smith, Jordan RP CIN	-	Free Agent	20.0	0	0	0	0	0	0	1	13	8	32	7.200	2.0000	1375
Kuo, Hong-Chih RP LAD 	-	Free Agent	27.0	0	0	0	1	2	0	2	36	23	24	9.000	1.7407	1377
Cormier, Lance RP LAD	-	Free Agent	13.7	0	0	0	0	1	0	0	7	5	22	9.878	1.9756	1379
Mills, Brad RP LAA 	-	Free Agent	18.3	4	1	0	1	2	0	0	18	12	23	9.818	1.9091	1380
Tallet, Brian RP TOR	-	Free Agent	13.3	0	0	0	0	2	0	1	10	7	22	9.450	2.1750	1381
Ledezma, Wil RP LAD	-	Free Agent	6.0	0	0	0	0	0	0	0	6	7	11	15.000	3.0000	1382
White, Alex SP COL	-	Free Agent	51.3	10	2	0	3	4	0	0	37	25	62	7.013	1.6948	1383
Edlefsen, Steve RP SF	-	Free Agent	11.3	0	0	0	0	0	0	0	6	10	17	9.529	2.3824	1384
Wuertz, Michael RP OAK	-	Free Agent	33.7	0	0	0	0	0	0	1	32	26	37	6.683	1.8713	1385
Franklin, Ryan RP STL 	-	Free Agent	27.7	0	0	0	1	4	1	4	17	7	44	8.458	1.8434	1386
Lackey, John SP BOS 	-	Free Agent	160.0	28	9	0	12	12	0	0	108	56	203	6.412	1.6187	1387
Enright, Barry SP ARI	-	Free Agent	37.7	7	1	0	1	4	0	0	21	15	50	7.407	1.7257	1389
Davis, Doug SP CHW	-	Free Agent	45.7	9	2	0	1	7	0	0	36	26	59	6.504	1.8613	1390
Maloney, Matt RP MIN	-	Free Agent	18.7	2	0	0	0	3	0	0	13	4	36	9.161	2.1429	1391
Mazzaro, Vin SP KC	-	Free Agent	28.3	4	2	0	1	1	0	0	10	15	39	8.259	1.9059	1392
Drabek, Kyle SP TOR 	-	Free Agent	78.7	14	6	0	4	5	0	0	51	55	87	6.064	1.8051	1393
Coleman, Casey SP CHC	-	Free Agent	84.3	17	4	0	3	9	0	0	75	46	102	6.403	1.7549	1394
Proctor, Scott RP NYY	-	Free Agent	40.3	0	0	0	2	6	0	2	29	31	50	7.141	2.0083	1396
Cook, Aaron SP COL	-	Free Agent	97.0	17	5	0	3	10	0	0	48	37	127	6.031	1.6907	1397
Davies, Kyle SP KC	-	Free Agent	61.3	13	4	0	1	9	0	0	50	26	84	6.750	1.7935	1398
Vasquez, Anthony SP SEA	-	Free Agent	29.3	7	1	0	1	6	0	0	13	10	46	8.898	1.9091	1399
Ohlendorf, Ross SP PIT 	-	Free Agent	38.7	9	1	0	1	3	0	0	27	15	60	8.147	1.9397	1400
Talbot, Mitch SP CLE 	-	Free Agent	63.7	12	4	0	2	6	0	0	36	28	90	6.644	1.8534	1401
Figueroa, Nelson SP HOU	-	Free Agent	29.0	5	1	0	0	3	0	0	17	16	45	8.690	2.1034	1402
O'Sullivan, Sean SP KC	-	Free Agent	58.3	10	3	0	2	6	0	1	19	26	78	7.251	1.7829	1403
Rogers, Esmil SP COL	-	Free Agent	83.0	13	3	0	6	6	0	0	63	47	110	7.048	1.8916	1404
Matusz, Brian SP BAL 	-	Free Agent	49.7	12	0	0	1	9	0	0	38	24	81	10.691	2.1141	1405
Smith, Matt A. RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1409
Shiell, Jason RP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1411
Gordon, Tom RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1412
Brigham, Jake P TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1413
Leon, Arnold RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1414
Bannister, John SP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1420
Peguero, Jailen RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1422
Long, Matt RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1424
Cruz, Rhiner RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1426
Rainville, Jay RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1431
May, Trevor SP PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1434
Jones, Jason M. RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1438
Parisi, Mike RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1440
Turpen, Daniel RP BOS 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1441
Wall, Josh SP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1442
Banks, Demetrius RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1445
Meyer, Dan RP PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1446
Weathers, David RP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1455
Johnson, Tyler J. RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1460
Inman, Will SP BOS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1461
Gailey, Frank P TOR 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1462
Kensing, Logan RP PIT 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1463
Selik, Cameron SP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1466
Nabors, Kevin RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1467
Ramirez, Erasmo RP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1469
Ramos, Mario RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1471
Mitchell, Mike RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1472
De La Cruz, Jose RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1475
McLeary, Marty RP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1481
Shearn, Tom SP CIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1483
Muecke, Josh RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1485
Hand, Donovan P MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1489
Cameron, Kevin RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1490
Wlodarczyk, Michael RP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1491
Merklinger, Dan SP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1492
Denney, Kyle SP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1493
Embree, Alan RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1498
Barnette, Tony RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1500
Alvarez, Carlos RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1501
Sillman, Mike RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1503
Santiago, Julio RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1506
Zinicola, Zech RP TOR 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1508
Borrell, Danny RP NYY	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1509
Jungmann, Taylor SP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1514
Zavada, Clay RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1516
Maekawa, Katsuhiko RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1518
Hoorelbeke, Casey RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1519
Petit, Yusmeiro SP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1522
Maust, David RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1525
Martin, Ethan SP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1526
Curreri, Frank RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1531
Koplove, Mike RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1532
Malaska, Mark RP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1533
White, Sean RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1536
Gassner, Dave SP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1537
Lincoln, Mike RP CIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1541
Testa, Joe RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1542
Davidson, Dave RP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1543
Tollberg, Brian SP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1546
Macdonald, Mike RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1547
Fick, Chuckie RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1551
Gosling, Mike RP CLE	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1552
Houston, Ryan RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1553
Mendoza, Tommy RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1555
Yates, Tyler RP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1558
Marte, Jose RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1561
Campos, Machado RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1562
Scheppers, Tanner SP TEX 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1565
Hennessey, Brad RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1572
Mata, Frank RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1574
Fossum, Casey RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1576
Barnes, Scott SP CLE	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1577
Cavazos, Andy RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1579
Pereira, Nick RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1581
Baxter, Allen SP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1586
Crawford, Evan RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1588
Ynoa, Michael SP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1590
Capellan, Jose F. RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1597
Durbin, J.D. SP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1602
Rleal, Sendy RP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1604
Hayes, Christopher RP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1607
Banuelos, Manuel SP NYY	-	Disco Bush Horticulturists	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1608
Paulk, Robert RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1611
Lugo, Ebelin P PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1613
Newby, Kyler RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1617
Olson, Justin RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1620
Weis, Brad RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1621
Sarfate, Dennis RP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1624
Sisco, Andrew RP NYY	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1625
Wayne, Justin RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1630
Santos, Jarrett SP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1631
Benson, Kris RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1633
Gobble, Jimmy RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1634
Hull, Eric RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1635
Patton, David RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1639
Salas, Marino RP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1640
Julianel, Ben RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1643
Nin, Sandy SP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1644
Herges, Matt RP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1645
Blevins, Steven RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1646
Mabeus, Chris RP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1649
Glover, Gary RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1654
Glen, Willie SP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1655
Malone, Christopher RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1659
Acosta, Kelyn SP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1662
Howard, Ben RP BOS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1663
Dials, Zachary RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1665
Fahrner, Evan RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1671
Bullington, Bryan SP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1672
Gonzalez, Aguido RP CIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1674
Aldridge, Richard RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1675
Booker, Chris RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1676
Snow, Forrest SP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1677
Gardner, Lee RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1678
Broadway, Lance RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1680
Klinker, Matt SP CIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1681
Register, Steven RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1682
Sowers, Jeremy SP CLE	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1685
Roberts, Kevin RP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1686
Bloom, Kyle SP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1687
Zarate, Mauro RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1692
Bradley, Archie SP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1696
Traber, Billy RP BOS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1697
Ginley, Kyle SP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1700
Savage, Will SP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1702
Colyer, Steve RP ATL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1704
Nunez, Vladimir RP ATL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1707
Phillips, P.J. RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1709
Harben, Adam SP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1711
Gutierrez, Danny SP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1713
Foppert, Jesse SP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1714
Bland, Nate RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1718
Wear, Gregory RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1719
Abreu, Winston RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1721
Kennard, Jeff RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1722
Riske, David RP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1725
Leesman, Charlie SP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1728
Moreno, Anthony RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1729
Wechsler, Justin RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1732
Freeman, Justin P CIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1734
Spiehs, R.D. RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1735
DeMark, Mike RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1738
Burke, Erick RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1739
Wells, Kip SP CIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1741
Yabu, Keiichi RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1742
Baker, Craig RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1744
Herrera, Yoslan SP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1745
Campbell, Matt RP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1747
Leicester, Jon SP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1748
Yates, Kyle RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1750
Herrera, Alex RP ATL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1753
Kobayashi, Masa RP CLE	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1754
Rodriguez, Eddy RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1756
Hankins, Derek P TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1757
Embry, Byron RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1758
Bass, Adam RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1759
Perrault, Josh M. SP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1760
Barber, Scott RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1761
Corey, Bryan RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1763
Suppan, Jeff SP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1765
Diaz, Jose R. RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1768
Bush, Paul RP ATL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1770
Alexander, Mark RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1776
Kinney, Matt SP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1777
Ramirez, Santiago RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1779
Ennis, John RP PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1782
Stamler, Keith RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1783
Keisler, Randy SP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1788
Bayliss, Jonah RP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1790
Ponson, Sidney SP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1791
Walker, Taijuan SP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1793
Vega, Marwin SP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1798
Nestor, Scott RP PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1802
Duckworth, Brandon SP BOS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1804
Pullin, Aaron RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1811
McClung, Seth RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1812
Taillon, Jameson SP PIT	-	Disco Bush Horticulturists	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1813
Pugliese, Nick RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1814
James, Craig RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1817
Cabrera, Fernando RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1818
Bazzell, Shane RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1826
Rodriguez, Rafael RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1829
Petersen, Jeffrey RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1830
Fife, Stephen SP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1834
Merritt, Roydrick RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1835
Roark, Tanner RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1837
Carpenter, David P LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1840
Fien, Casey RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1841
