All Players Projections MLB Scoring Stats - Average									
Player	Action	Team	ERA	INN	K	S	W	WHIP	Rank
Eveland, Dana SP BAL 	-	Free Agent	6.117	42.7	21	0	3	1.8281	1781
Crotta, Mike RP PIT	-	Free Agent	9.281	10.7	7	0	0	2.3438	1782
Miller, Andrew SP BOS 	-	Free Agent	5.764	59.3	46	0	3	1.8202	1783
Willis, Dontrelle SP PHI 	-	Free Agent	5.709	58.3	40	0	1	1.7486	1784
White, Alex SP COL	-	Free Agent	7.013	51.3	37	0	3	1.6948	1785
Rogers, Esmil SP COL	-	Free Agent	6.623	53.0	44	0	3	1.7736	1786
Edlefsen, Steve RP SF	-	Free Agent	9.529	11.3	6	0	0	2.3824	1787
Perez, Oliver RP NYM	-	Free Agent	6.750	37.3	33	0	1	1.9821	1788
Vasquez, Anthony SP SEA	-	Free Agent	8.898	29.3	13	0	1	1.9091	1789
Smith, Matt A. RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	1791
Shiell, Jason RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	1793
Brigham, Jake P TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	1794
Leon, Arnold RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	1795
Bannister, John SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	1801
Peguero, Jailen RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	1803
Long, Matt RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	1805
Cruz, Rhiner RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	1807
Rainville, Jay RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	1811
May, Trevor SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	1814
Jones, Jason M. RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	1817
Parisi, Mike RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	1819
Turpen, Daniel RP BOS 	-	Free Agent	N/A	0.0	0	0	0	N/A	1820
Wall, Josh SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	1821
Banks, Demetrius RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	1823
Archer, Chris SP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	1828
Johnson, Tyler J. RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	1837
Inman, Will SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	1838
Gailey, Frank P TOR 	-	Free Agent	N/A	0.0	0	0	0	N/A	1839
Selik, Cameron SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	1842
Nabors, Kevin RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	1843
Ramirez, Erasmo RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	1845
Ramos, Mario RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	1847
Mitchell, Mike RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	1848
De La Cruz, Jose RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	1851
McLeary, Marty RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	1856
Shearn, Tom SP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	1858
Muecke, Josh RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	1860
Hand, Donovan P MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	1864
Wlodarczyk, Michael RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	1865
Merklinger, Dan SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	1866
Denney, Kyle SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	1867
Barnette, Tony RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	1871
Alvarez, Carlos RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	1872
Sillman, Mike RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	1874
Santiago, Julio RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	1877
Zinicola, Zech RP TOR 	-	Free Agent	N/A	0.0	0	0	0	N/A	1879
Borrell, Danny RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	1880
Jungmann, Taylor SP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	1884
Maekawa, Katsuhiko RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	1887
Hoorelbeke, Casey RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	1888
Maust, David RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	1892
Martin, Ethan SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	1893
Curreri, Frank RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	1897
Koplove, Mike RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	1898
Malaska, Mark RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	1899
Gassner, Dave SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	1902
Testa, Joe RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	1906
Tollberg, Brian SP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	1909
Macdonald, Mike RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	1910
Fick, Chuckie RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	1914
Houston, Ryan RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	1915
Mendoza, Tommy RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	1917
Marte, Jose RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	1922
Campos, Machado RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	1923
Scheppers, Tanner SP TEX 	-	Free Agent	N/A	0.0	0	0	0	N/A	1925
Hennessey, Brad RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	1930
Barnes, Scott SP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	1932
Cavazos, Andy RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	1934
Pereira, Nick RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	1935
Vasquez, Luis RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	1937
Baxter, Allen SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	1941
Crawford, Evan RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	1943
Ynoa, Michael SP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	1944
Capellan, Jose F. RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	1950
Durbin, J.D. SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	1955
Rleal, Sendy RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	1957
Hayes, Christopher RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	1959
Banuelos, Manuel SP NYY	-	Disco Bush Horticulturists	N/A	0.0	0	0	0	N/A	1960
Paulk, Robert RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	1962
Lugo, Ebelin P PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	1964
Newby, Kyler RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	1968
Olson, Justin RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	1971
Weis, Brad RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	1972
Sisco, Andrew RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	1975
Wayne, Justin RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	1980
Santos, Jarrett SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	1981
Hull, Eric RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	1982
Salas, Marino RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	1985
Julianel, Ben RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	1988
Nin, Sandy SP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	1989
Blevins, Steven RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	1990
Mabeus, Chris RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	1993
Samuel, Francisco RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	1994
Glover, Gary RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	1999
Glen, Willie SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2000
Malone, Christopher RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2004
Acosta, Kelyn SP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2007
Howard, Ben RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2008
Dials, Zachary RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2010
Fahrner, Evan RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2014
Gonzalez, Aguido RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2016
Aldridge, Richard RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2017
Booker, Chris RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2018
Snow, Forrest SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2019
Gardner, Lee RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2020
Klinker, Matt SP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2022
Roberts, Kevin RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	2025
Bloom, Kyle SP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	2026
Zarate, Mauro RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2031
Bradley, Archie SP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2034
Ginley, Kyle SP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2036
Savage, Will SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2038
Colyer, Steve RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2040
Phillips, P.J. RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2043
Harben, Adam SP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	2045
Gutierrez, Danny SP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2047
Foppert, Jesse SP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2048
Bland, Nate RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2052
Wear, Gregory RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2053
Kennard, Jeff RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	2055
Leesman, Charlie SP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	2059
Moreno, Anthony RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2060
Wechsler, Justin RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2063
Freeman, Justin P CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2065
Spiehs, R.D. RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2066
DeMark, Mike RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2068
Burke, Erick RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2069
Yabu, Keiichi RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2071
Baker, Craig RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2073
Herrera, Yoslan SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2074
Campbell, Matt RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2076
Leicester, Jon SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	2077
Yates, Kyle RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2079
Herrera, Alex RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2082
Naylor, Drew SP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2083
Rodriguez, Eddy RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2084
Hankins, Derek P TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2085
Embry, Byron RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2086
Bass, Adam RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2087
Perrault, Josh M. SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	2088
Barber, Scott RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2089
Corey, Bryan RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2091
Diaz, Jose R. RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2095
Bush, Paul RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2097
Alexander, Mark RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2102
Kinney, Matt SP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2103
Ramirez, Santiago RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2105
Ennis, John RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2108
Stamler, Keith RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2109
Carmona, Ysmael RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2112
Keisler, Randy SP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2115
Bayliss, Jonah RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	2117
Walker, Taijuan SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2119
Vega, Marwin SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2124
Nestor, Scott RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2128
Duckworth, Brandon SP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2130
Pullin, Aaron RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2137
Taillon, Jameson SP PIT	-	Disco Bush Horticulturists	N/A	0.0	0	0	0	N/A	2138
Pugliese, Nick RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2139
James, Craig RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2142
Roe, Chaz SP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2150
Bazzell, Shane RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2151
Petersen, Jeffrey RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2154
Fife, Stephen SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2158
Merritt, Roydrick RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2159
Roark, Tanner RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2161
Carpenter, David P LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2164
Yourkin, Matt RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2166
McGuire, Deck SP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2168
Cosart, Jarred SP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	2170
Stowell, Bryce RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	2171
Quezada, Jackson RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2176
Moran, Brian P SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2177
Johnston, Andrew RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2179
Bibens-Dirkx, Austin RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	2182
Kenney, Michael RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2184
Lebron, Luis RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	2185
Hernandez, Gaby SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2187
Vasquez, Carlos RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2189
Vaclavik, Justin RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	2190
Stoffel, Jason RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2192
Robertson, Connor RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2196
Hamulack, Tim RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2197
Steele, Mike RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2199
Wieland, Joseph SP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2201
Keefer, Ryan RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	2202
Hellweg, Johnny RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2203
Villacis, Eduardo E. RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	2207
Pettyjohn, Adam C. SP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2210
Adkins, James RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2211
Walrond, Les RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2214
Valdez, Jose A. RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	2216
Harvey, Kris RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2218
Zell, Danny RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	2220
Jenkins, Tyrell SP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	2227
Rainwater, Josh SP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	2228
Hudson, Luke SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2229
Estrada, Jesus RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	2230
Schoening, Brent RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2231
Hill, Jeremy RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2233
Thorne, Jeremy RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2235
Bauer, Rick RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2237
Rivera, Oscar SP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2238
Sullivan, Brad RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2239
Pfeiffer, David P LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2242
Fernandes, Kyle P BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2244
Garr, Brennan RP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2249
Bright, Adam J. RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2250
Martinez, Fabio SP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2251
Cassel, Justin RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	2254
Minix, Travis RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2259
Castro, Simon SP CHW 	-	Free Agent	N/A	0.0	0	0	0	N/A	2261
Richard, Steven RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2262
Jones, Justin SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2266
Blanco, Ivan RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2268
McNabb, Tim RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2271
Pino, Yohan RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	2272
Morris, Bryan SP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	2273
Gissell, Chris RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2275
Adams, Mike T. RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	2276
Stewart, Cory RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	2278
Pimentel, Elisaul SP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2282
Gonzalez, Rey SP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2283
Englebrook, Evan RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	2284
Molldrem, Craig RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2285
Clark, Craig SP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2286
Pena, Ariel SP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2288
de los Santos, Richard RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	2289
Reed, Evan RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2291
Santiago, Jose RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2293
Reid, Justin RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	2300
Loop, Derrick P PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2305
Arakawa, Yusuke RP COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2307
Matthews, Kevin SP TEX	-	Free Agent	N/A	0.0	0	0	0	N/A	2310
Bukvich, Ryan RP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	2312
Orenduff, Justin SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2314
Pennington, Todd RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	2317
Schenk, Neil P TB	-	Free Agent	N/A	0.0	0	0	0	N/A	2318
Plexico, Gerald RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2321
Payano, Nelson RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2322
Downs, Darin RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2323
Smoker, Josh RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2330
Romero, Davis RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2332
Wilhite, Matt RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2333
Seaton, Ross SP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	2337
Squires, Matt RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2338
Freeman, Sam RP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	2340
Hefner, Jeremy SP NYM 	-	Free Agent	N/A	0.0	0	0	0	N/A	2342
Bonilla, Henry RP LAA	-	Free Agent	N/A	0.0	0	0	0	N/A	2347
Hamman, Corey RP PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	2349
Hill, Nick RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2353
Beckman, Ryan P PIT	-	Free Agent	N/A	0.0	0	0	0	N/A	2358
Mulder, Mark SP STL	-	Free Agent	N/A	0.0	0	0	0	N/A	2360
Alvarez, Manny RP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2362
Boxberger, Bradley P CIN 	-	Free Agent	N/A	0.0	0	0	0	N/A	2364
Stanford, Jason SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2366
Martinez, Edgar R. RP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2370
Lowery, Devon RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2371
Anderson, Tyler P COL	-	Free Agent	N/A	0.0	0	0	0	N/A	2372
Rakers, Aaron J. RP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	2373
Woodyard, Mark RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	2374
Fruto, Emiliano RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2377
Baez, Federico RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2378
Garcia, Jose L. RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2379
Flores, Jose RP CLE	-	Free Agent	N/A	0.0	0	0	0	N/A	2381
Quinonez, Rudolph RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2383
Tomey, Anthony RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	2389
Vaquedano, Jose RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2390
Santeliz, Clevelan RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2391
Jackson, Kyle RP BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2394
Woods, Jake RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2396
Anderson, Craig SP BAL	-	Free Agent	N/A	0.0	0	0	0	N/A	2397
Hovis, Jonathan RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	2399
Hunton, Jon RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2402
Cave, Kevin RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2406
Britton, Chris RP SD	-	Free Agent	N/A	0.0	0	0	0	N/A	2408
Morlan, Eduardo RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	2410
Foltynewicz, Mike SP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	2412
Zumwalt, Alec RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	2415
Wilson, Kris RP PHI	-	Free Agent	N/A	0.0	0	0	0	N/A	2425
Marceaux, Jacob SP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	2427
Tanner, Clayton SP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2428
Brito, Eude SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2431
Manon, Julio RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2434
Gast, John P STL	-	Free Agent	N/A	0.0	0	0	0	N/A	2435
McConnell, Sam RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2436
Horne, Alan SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	2438
Saenz, Chris RP MIL	-	Free Agent	N/A	0.0	0	0	0	N/A	2440
Jaime, Juan SP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2442
Cordier, Erik SP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2443
Bush, Matt RP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	2444
Currin, Patrick RP OAK	-	Free Agent	N/A	0.0	0	0	0	N/A	2450
Carroll, Scott SP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2457
Voyles, Brad RP MIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2458
Avery, Matthew RP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2461
Pichardo, Kelvin RP SF	-	Free Agent	N/A	0.0	0	0	0	N/A	2462
Purke, Matt SP WAS	-	Free Agent	N/A	0.0	0	0	0	N/A	2463
Portice, Eammon P BOS	-	Free Agent	N/A	0.0	0	0	0	N/A	2464
Curtis, Dan RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2465
Omogrosso, Brian RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	2466
Kiker, Kasey SP TEX 	-	Free Agent	N/A	0.0	0	0	0	N/A	2470
Kadokura, Ken SP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	2473
Bellamy, Kyle RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	2474
Howard, Adam RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2475
Hensley, Matt RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2478
Hurd, John RP CHW	-	Free Agent	N/A	0.0	0	0	0	N/A	2479
Lumsden, Tyler SP HOU	-	Free Agent	N/A	0.0	0	0	0	N/A	2482
Dingman, Craig RP DET	-	Free Agent	N/A	0.0	0	0	0	N/A	2484
Ormond, Rodney RP TOR	-	Free Agent	N/A	0.0	0	0	0	N/A	2496
Robbins, Jake RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2500
Miller, Aaron SP LAD	-	Free Agent	N/A	0.0	0	0	0	N/A	2501
Townsend, Wade SP TB	-	Free Agent	N/A	0.0	0	0	0	N/A	2505
Gunderson, Kevin RP ATL	-	Free Agent	N/A	0.0	0	0	0	N/A	2506
De La Cruz, Julio RP KC	-	Free Agent	N/A	0.0	0	0	0	N/A	2507
Smith, Matt J. RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	2508
Gonzalez, Luis E. RP SEA	-	Free Agent	N/A	0.0	0	0	0	N/A	2509
Hirsh, Jason SP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	2511
Holt, Bradley SP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2513
Green, Matthew RP ARI	-	Free Agent	N/A	0.0	0	0	0	N/A	2514
Knight, Brandon SP NYM	-	Free Agent	N/A	0.0	0	0	0	N/A	2516
Valenzuela, Sergio RP CIN	-	Free Agent	N/A	0.0	0	0	0	N/A	2517
