All Players 3 Year Averages MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Value
Saarloos, Kirk RP CLE	Free Agent	63.3	6.7	2	0	3	4	1	0	30	25	80	5.40	1.66	1501
Prior, Mark SP SD	Free Agent	14.7	3.0	0	0	0	2	0	0	13	9	15	7.36	1.64	1502
Mathieson, Scott SP PHI	Free Agent	12.3	2.7	0	0	0	1	0	0	9	5	16	7.30	1.70	1503
Bukvich, Ryan RP BAL	Free Agent	20.7	0.0	0	0	0	0	0	0	12	15	22	5.23	1.79	1504
Hansen, Craig RP PIT 	Free Agent	28.0	0.0	0	0	1	3	1	0	21	19	29	6.43	1.71	1505
Ramirez, Elizardo RP TEX	Free Agent	41.0	7.3	3	0	1	4	0	0	26	13	50	6.15	1.54	1506
Cherry, Rocky RP SD	Free Agent	24.0	0.0	0	0	0	2	0	0	19	18	22	6.00	1.67	1507
Hoey, Jim RP BAL	Free Agent	11.3	0.0	0	0	1	2	0	0	8	8	13	7.94	1.85	1508
Keppel, Bobby RP MIN	Free Agent	12.7	2.0	1	0	0	1	0	0	7	6	17	6.39	1.82	1509
Barone, Daniel SP OAK	Free Agent	20.7	3.0	0	0	0	2	0	0	9	10	25	5.66	1.69	1511
Thompson, Rich G. RP ANA	Free Agent	4.3	0.0	0	0	0	0	0	0	5	2	7	12.46	2.08	1512
Miller, Jason RP MIN	Free Agent	2.0	0.0	0	0	0	0	0	0	1	2	4	18.00	3.00	1513
Salas, Marino RP PIT	Free Agent	5.7	0.0	0	0	0	0	0	0	3	5	8	7.94	2.29	1514
Wood, Mike RP FLA	Free Agent	38.3	3.7	1	0	2	2	0	0	18	13	51	5.63	1.67	1515
Badenhop, Burke SP FLA 	Free Agent	47.3	8.0	2	0	2	3	0	0	35	21	55	6.08	1.61	1516
Clement, Matt SP TOR	Free Agent	21.7	4.0	1	0	2	2	0	0	14	13	26	6.65	1.80	1518
Seddon, Chris SP SEA	Free Agent	5.7	1.3	0	0	0	1	0	0	3	2	10	9.53	2.12	1519
Stokes, Brian RP NYM	Free Agent	40.0	1.7	0	0	1	2	0	0	25	14	52	5.62	1.65	1520
Guzman, Angel RP CHC 	Free Agent	32.0	4.7	0	0	0	2	0	0	32	17	37	5.91	1.69	1521
Meek, Evan RP PIT 	Free Agent	13.0	0.0	0	0	0	1	0	0	7	12	11	6.92	1.77	1522
Hendrickson, Ben SP MIN	Free Agent	4.0	1.0	0	0	0	1	0	0	3	3	7	11.25	2.50	1524
Rheinecker, John SP TEX	Free Agent	40.3	6.7	2	0	3	3	0	0	23	16	55	5.58	1.76	1525
Witasick, Jay RP TB	Free Agent	18.0	0.0	0	0	1	0	0	0	14	16	19	6.00	1.94	1526
Peguero, Jailen RP TEX	Free Agent	12.0	0.0	0	0	0	0	0	0	7	8	13	7.50	1.75	1527
Logan, Boone RP ATL	Free Agent	36.7	0.0	0	0	1	1	0	0	31	16	46	5.89	1.69	1528
Bautista, Denny RP PIT	Free Agent	37.0	3.0	1	0	2	3	0	0	26	22	42	5.84	1.73	1529
Slocum, Brian RP PIT	Free Agent	6.7	0.7	0	0	0	0	0	0	4	3	12	8.10	2.25	1530
Estrada, Marco RP WAS	Free Agent	12.7	0.0	0	0	0	0	0	0	10	5	17	7.82	1.74	1531
Simontacchi, Jason SP WAS	Free Agent	35.3	6.5	2	0	3	4	0	0	21	12	48	6.37	1.70	1532
Hernandez, Fernando RP OAK	Free Agent	3.0	0.0	0	0	1	0	0	0	2	5	4	18.00	3.00	1533
Ryu, Jae-Kuk RP SD	Free Agent	13.3	0.3	0	0	0	1	0	0	11	6	18	7.42	1.80	1534
Van Buren, Jermaine RP WAS	Free Agent	4.3	0.0	0	0	0	0	0	0	3	5	5	12.46	2.31	1535
Bootcheck, Chris RP PIT	Free Agent	34.7	0.0	0	0	1	2	0	0	26	15	42	6.23	1.64	1536
Osoria, Franquelis RP KC	Free Agent	35.7	0.0	0	0	1	2	0	0	19	10	49	5.80	1.65	1537
Vasquez, Virgil SP PIT	Free Agent	8.3	1.5	0	0	0	0	0	0	4	2	14	8.64	1.92	1538
Bell, Rob RP WAS	Free Agent	26.7	0.0	0	0	2	2	0	0	14	12	36	6.08	1.80	1539
Chavez, Jesse RP PIT	Free Agent	15.0	0.0	0	0	0	1	0	0	16	9	20	6.60	1.93	1540
Niese, Jonathon SP NYM 	Free Agent	14.0	3.0	1	0	1	1	0	0	11	8	20	7.07	2.00	1541
White, Bill RP CHC	Free Agent	6.7	0.0	0	0	1	0	0	0	5	9	8	9.45	2.55	1542
Elbert, Scott RP LA	Grape Apes	6.0	0.0	0	0	0	1	0	0	8	4	9	12.00	2.17	1543
Brazelton, Dewon SP STL	Free Agent	6.0	0.7	0	0	0	1	0	0	3	3	9	12.00	2.00	1544
Williams, Jerome SP OAK	Free Agent	14.0	2.7	1	0	0	2	0	0	7	10	16	7.07	1.86	1545
Register, Steven RP PHI	Free Agent	10.0	0.0	0	0	0	0	0	0	8	6	13	9.00	1.90	1546
Ekstrom, Mike RP SD	Free Agent	9.7	0.0	0	0	0	2	0	0	6	7	14	7.45	2.17	1547
Fossum, Casey SP CHC	Free Agent	82.3	11.7	4	0	5	5	0	0	56	36	96	6.12	1.60	1548
Santos, Victor RP SF	Free Agent	59.7	7.3	2	0	2	5	0	0	43	25	74	5.73	1.66	1549
Munter, Scott RP COL	Free Agent	11.0	0.0	0	0	0	1	0	0	4	7	15	7.36	2.00	1550
Marshall, Jay RP OAK	Free Agent	21.0	0.0	0	0	0	1	0	0	9	11	25	6.43	1.71	1551
Thompson, Daryl SP CIN	Free Agent	14.3	3.0	0	0	0	2	0	0	6	7	20	6.91	1.88	1552
Bierd, Randor RP BOS	Free Agent	36.7	0.0	0	0	0	2	0	0	25	19	48	4.91	1.83	1553
Hammel, Jason SP COL   	Disco Bush Horticulturists	69.0	9.3	2	0	2	5	1	0	47	32	81	5.87	1.64	1554
Kennedy, Ian SP NYY	Free Agent	29.3	6.0	2	0	0	2	0	0	21	18	32	6.14	1.70	1557
Ramirez, Horacio SP WAS	Free Agent	70.7	11.3	5	0	5	5	0	0	30	27	90	5.73	1.66	1558
Davies, Kyle SP KC  	Free Agent	104.0	21.0	6	0	6	10	0	0	74	49	122	5.80	1.64	1559
Henn, Sean RP MIN	Free Agent	18.3	0.7	0	0	1	1	0	0	15	14	22	6.87	1.96	1560
Meyer, Dan L. SP FLA	Free Agent	14.7	2.3	0	0	0	2	0	0	10	8	18	7.98	1.77	1561
Newman, Josh RP KC	Free Agent	8.7	0.0	0	0	0	0	0	0	6	6	14	8.31	2.31	1562
Kuwata, Masumi RP PIT	Free Agent	10.7	0.0	0	0	0	0	0	0	6	8	12	9.28	1.88	1563
Towers, Josh SP NYY	Free Agent	56.3	9.0	2	0	2	7	0	0	37	13	74	6.55	1.54	1564
Day, Dewon RP OAK	Free Agent	6.0	0.0	0	0	0	0	0	0	4	4	10	12.00	2.33	1565
DePaula, Julio RP TB	Free Agent	10.0	0.0	0	0	0	0	0	0	4	5	15	9.00	2.00	1567
Talbot, Mitch SP TB	Free Agent	4.7	0.5	0	0	0	0	0	0	2	6	8	11.57	3.00	1568
Eaton, Adam SP COL	Free Agent	111.3	20.7	7	0	7	7	0	0	66	46	134	5.90	1.62	1569
Majewski, Gary RP PHI	Free Agent	44.3	0.0	0	0	2	3	0	0	27	16	61	5.89	1.74	1570
De La Cruz, Frankie RP SD	Free Agent	5.3	0.3	0	0	0	0	0	0	3	5	8	13.50	2.44	1571
DeSalvo, Matt RP FLA	Free Agent	10.0	2.0	1	0	0	1	0	0	4	7	15	8.10	2.20	1572
Morton, Charlie SP PIT  	Free Agent	74.7	15.0	6	0	4	8	0	0	48	41	80	6.15	1.62	1573
Igawa, Kei SP NYY	Free Agent	36.0	6.5	0	0	1	2	0	0	26	18	44	6.50	1.72	1574
Randolph, Stephen RP KC	Free Agent	6.7	0.0	0	0	0	0	0	0	11	8	10	12.15	2.70	1575
Zink, Charlie SP BOS	Free Agent	4.3	1.0	0	0	0	0	0	0	1	1	11	16.62	2.77	1576
Jimenez, Kelvin RP CHW	Free Agent	33.0	0.0	0	0	2	0	0	0	18	16	42	6.82	1.76	1577
Johnson, Jason M. SP NYY	Free Agent	48.0	7.3	2	0	1	5	0	0	25	16	64	6.00	1.67	1578
Elarton, Scott SP CLE	Free Agent	55.7	9.7	2	0	2	5	0	0	26	27	62	6.31	1.60	1579
Burres, Brian SP TOR	Free Agent	86.3	13.0	4	0	4	6	0	0	55	39	104	5.84	1.66	1580
Pauley, David SP BAL	Free Agent	9.3	1.7	0	0	0	1	0	0	7	4	18	9.64	2.36	1581
Ohlendorf, Ross SP PIT   	Want-a-be Ghetto All Stars	34.7	2.5	0	0	0	2	0	0	29	16	46	6.23	1.79	1582
Bowers, Cedrick RP PHI 	Free Agent	6.7	0.0	0	0	0	0	0	0	5	5	11	13.50	2.40	1583
Nippert, Dustin SP TEX  	Want-a-be Ghetto All Stars	42.3	2.7	0	0	1	3	0	0	34	20	52	6.59	1.70	1584
Gonzalez, Gio SP OAK  	Free Agent	34.0	7.0	0	0	1	4	0	0	34	25	32	7.68	1.68	1585
Vargas, Jason M. SP SEA	Free Agent	17.7	2.3	1	0	0	1	0	0	10	11	22	8.15	1.87	1586
Cavazos, Andy RP NYM	Free Agent	10.0	0.0	0	0	0	0	0	0	8	8	14	10.80	2.20	1587
Zambrano, Victor SP COL	Free Agent	14.7	3.0	0	0	0	2	0	0	10	11	19	8.59	2.05	1588
Brower, Jim RP CIN	Free Agent	7.7	0.0	0	0	0	0	0	0	5	5	13	12.91	2.35	1589
Ponson, Sidney SP KC	Free Agent	86.0	15.7	6	0	5	5	0	0	43	34	111	5.76	1.69	1590
Sisco, Andrew RP OAK	Free Agent	24.0	0.0	0	0	0	1	0	0	22	17	28	7.50	1.88	1591
Herrera, Yoslan SP PIT	Free Agent	9.3	2.5	0	0	0	0	0	0	5	6	18	9.64	2.57	1592
Pettyjohn, Adam C. SP NYM	Free Agent	4.0	1.0	0	0	0	1	0	0	1	2	11	20.25	3.25	1593
Dumatrait, Phil SP PIT	Free Agent	32.3	5.7	1	0	1	3	0	0	20	18	40	6.96	1.79	1594
Penn, Hayden SP FLA	Free Agent	6.7	2.0	0	0	0	1	0	0	3	4	13	14.85	2.55	1595
Wells, Kip RP CIN  	Free Agent	81.7	12.3	4	0	3	8	0	0	58	43	95	5.95	1.69	1596
Reyes, Jo-Jo SP ATL	Free Agent	82.0	16.0	4	0	2	6	0	0	52	41	94	5.93	1.65	1597
Bailey, Homer SP CIN  	Free Agent	40.7	8.5	2	0	2	4	0	0	23	22	51	6.64	1.80	1598
Maroth, Mike SP TOR	Free Agent	56.7	9.7	3	0	3	3	0	0	25	22	77	6.04	1.75	1599
Chen, Bruce RP KC	Free Agent	36.3	4.0	0	0	0	2	0	0	26	14	49	6.94	1.73	1600
Orvella, Chad RP KC	Free Agent	10.7	0.0	0	0	0	2	0	0	8	10	18	9.28	2.62	1601
VandenHurk, Rick SP FLA	Free Agent	48.0	10.5	1	0	2	4	0	0	51	29	57	6.94	1.79	1602
McCrory, Bob RP BAL	Free Agent	6.3	0.0	0	0	0	0	0	0	5	8	10	15.63	2.84	1603
Adenhart, Nick SP ANA	User Abuser	12.0	3.0	0	0	1	0	0	0	4	13	18	9.00	2.58	1604
Fukumori, Kazuo RP TEX	Free Agent	4.0	0.0	0	0	0	0	0	0	1	4	11	20.25	3.75	1605
Palmer, Matt SP ANA	Free Agent	12.7	3.0	1	0	0	2	0	0	3	13	17	8.53	2.37	1606
LeBlanc, Wade SP SD  	Free Agent	21.3	4.0	1	0	1	3	0	0	14	15	29	8.02	2.06	1607
Mendoza, Luis SP TEX	Free Agent	39.7	7.0	0	0	2	4	0	0	21	14	55	7.26	1.74	1608
Mathis, Doug SP TEX	Free Agent	22.3	4.0	1	0	2	1	0	0	9	14	37	6.85	2.28	1609
Feierabend, Ryan SP SEA 	Free Agent	35.3	6.3	1	0	1	4	0	0	21	15	49	7.13	1.81	1610
Redman, Mark SP COL	Free Agent	84.7	15.3	4	1	5	6	0	0	41	32	107	6.38	1.64	1611
Boggs, Mitchell SP STL  	Free Agent	34.0	6.0	1	0	3	2	0	0	13	22	42	7.41	1.88	1612
Ortiz, Russ SP COL	Free Agent	37.3	6.3	1	0	1	4	0	0	24	20	48	6.99	1.82	1613
Hernandez, Runelvys SP HOU	Free Agent	43.0	8.3	2	0	2	4	0	0	22	20	59	6.70	1.84	1614
Mulder, Mark SP STL	Free Agent	35.3	7.0	3	0	2	3	0	0	18	15	50	7.64	1.84	1615
Liz, Radhames SP BAL	Free Agent	54.7	10.5	2	0	3	4	0	0	40	37	62	6.75	1.81	1616
Hayhurst, Dirk SP TOR	Free Agent	16.7	3.0	0	0	0	2	0	0	14	10	27	9.72	2.22	1617
Tucker, Ryan SP FLA	Free Agent	37.0	6.0	1	0	2	3	0	0	28	23	46	8.27	1.86	1618
Speigner, Levale RP WAS	Free Agent	24.0	3.0	0	0	1	2	0	0	10	14	36	9.00	2.08	1619
Hunter, Tommy SP TEX  	Free Agent	11.0	3.0	0	0	0	2	0	0	9	3	23	16.36	2.36	1620
Parisi, Mike RP STL	Free Agent	23.0	2.0	0	0	0	4	0	0	13	15	37	8.22	2.26	1621
Van Benschoten, John SP CHW	Free Agent	20.3	4.7	0	0	0	3	0	0	16	16	31	10.18	2.31	1622
Olson, Garrett SP SEA	Free Agent	82.7	16.5	4	0	5	6	0	0	56	45	105	6.86	1.81	1623
Reynolds, Greg SP COL	Free Agent	62.0	13.0	4	0	2	8	0	0	22	26	83	8.13	1.76	1624
Smith, Matt A. RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1627
Leon, Arnold RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1632
Bannister, John SP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1638
Shipman, Andrew RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1639
Torres, Carlos RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1641
Rainville, Jay RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1647
Jones, Jason M. RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1653
Shinskie, David RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1656
Turpen, Daniel RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1657
Banks, Demetrius RP CHW	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1665
Edwards, Bryan RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1669
English, Jesse RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1673
Wing, Ryan RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1676
Santos, Reid RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1680
Novinsky, John RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1681
Detwiler, Ross SP WAS	Free Agent	0.7	0.0	0	0	0	0	0	0	0	0	0	0.00	0.00	1685
Inman, Will SP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1686
Serrano, Jimmy RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1688
Carignan, Andrew RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1690
Simmons, James J. RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1694
Lofgren, Charles SP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1695
Sosa, Oswaldo SP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1697
Ramos, Mario RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1698
Mitchell, Mike RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1699
De La Cruz, Jose RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1700
Septimo, Leyson RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1706
Muecke, Josh RP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1707
Cortes, Danny SP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1708
Ramirez, Ismael SP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1709
Bastardo, Antonio SP PHI 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1710
Haines, Talley RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1712
Olenberger, Kasey SP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1713
Wlodarczyk, Michael RP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1715
Betances, Dellin SP NYY 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1716
Denney, Kyle SP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1717
Gee, Dillon P NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1720
Norderum, Jason RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1721
Barnette, Tony RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1725
Alvarez, Carlos RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1726
Sillman, Mike RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1727
Garate, Victor RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1728
Locke, Jeffrey SP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1730
Santiago, Julio RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1735
Alvarez, Mario SP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1736
Bucktrot, Keith RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1737
Zinicola, Zechry P WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1739
Borrell, Danny RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1740
Young, Terrell RP WAS 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1744
Gomez, Mariano RP ATL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1747
Zavada, Clay RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1750
Maekawa, Katsuhiko RP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1751
Whelan, Kevin RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1752
Hoorelbeke, Casey RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1753
Strop, Pedro RP TEX 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1757
Maust, David RP WAS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1759
Martin, Ethan SP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1762
Zimmermann, Jordan SP WAS 	Sofa Kings	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1764
Barzilla, Philip RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1768
Veres, Dave RP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1769
Maloney, Matt SP CIN  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1772
Curreri, Frank RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1773
Ruelas, Heriberto RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1774
Malaska, Mark RP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1775
Cecil, Brett SP TOR  	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1778
Lansford, Jared SP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1779
Gassner, Dave SP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1781
Morris, Dallas RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1783
Norberto, Jordan SP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1784
Testa, Joseph RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1786
Schlichting, Travis RP LA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1788
Tollberg, Brian SP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1790
Macdonald, Mike RP TOR	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1791
Houston, Ryan RP HOU	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1795
Mendoza, Tommy RP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1800
Rogers, Mark SP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1803
Green, Nick A. RP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1804
De La Rosa, Wilkin RP NYY	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1805
Campos, Machado RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1806
Marte, Jose RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1807
Thorpe, Tracy RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1811
Franco, Martire RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1812
Rustich, Brant RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1815
Hawksworth, Blake SP STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1817
Barnes, Scott P CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1824
Pereira, Nick RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1828
Broshuis, Garrett RP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1829
Baxter, Allen SP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1830
Lincoln, Brad SP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1834
Ynoa, Michael SP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1838
Peterson, Matt RP KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1839
Perez, Marcelo RP DET	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1843
Torres, Alex P TB 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1845
Leroux, Chris RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1847
Mendoza, Ramiro SP MIL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1849
Nall, Brandon RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1850
Jones, Hunter RP BOS	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1852
O'Sullivan, Sean SP ANA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1853
McGinley, Blake RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1854
Gomez, Jeanmar SP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1857
Hayes, Christopher P KC	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1860
Paulk, Robert RP NYM	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1865
Sipp, Tony RP CLE	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1872
Newby, Kyler RP ARI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1874
Olson, Justin RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1876
Weis, Brad RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1877
Pope, Justin RP PHI	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1878
Pucetas, Kevin SP SF	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1881
Cromer, Jason RP TB	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1883
Rogers, Esmil SP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1884
Wayne, Justin RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1893
Santos, Jarrett P FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1898
Kilby, Brad RP OAK	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1902
Patton, David RP CHC 	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1903
Julianel, Ben RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1908
Nin, Sandy SP COL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1910
Fields, Josh D. RP SEA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1911
Mallette, Brian RP PIT	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1913
Blevins, Steven RP MIN	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1914
Mabeus, Chris RP MIL	Free Agent	0.7	0.0	0	0	0	0	0	0	1	1	1	13.50	3.00	1920
Bowyer, Travis RP FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1921
Samuel, Francisco P STL	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1922
Carter, Brenton RP SD	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1923
Glen, Willie P FLA	Free Agent	0.0	0.0	0	0	0	0	0	0	0	0	0	N/A	N/A	1925
